,time,code,open,high,low,close,volume,amount,open_interest
6976,2011-01-04 15:00:00,szse.000636,202.149356469305,203.2786824831,199.890704441715,201.66535960625,98258.0,122607944.0,
6977,2011-01-05 15:00:00,szse.000636,200.05203672940002,200.858698167825,197.79338470181,198.43871385255002,93815.0,115688464.0,
6978,2011-01-06 15:00:00,szse.000636,198.922710715605,202.79468562004502,197.14805555107,200.213369017085,92472.0,114971656.0,
6979,2011-01-07 15:00:00,szse.000636,200.69736588013998,200.69736588013998,194.56673894811001,195.050735811165,117455.0,143378064.0,
6980,2011-01-10 15:00:00,szse.000636,193.598745222,196.18006182496,187.952115153025,188.75877659145,91657.0,109152200.0,
6981,2011-01-11 15:00:00,szse.000636,187.1454537146,188.597444303765,182.14415279636498,185.693463125435,85709.0,98275984.0,
6982,2011-01-12 15:00:00,szse.000636,185.693463125435,188.75877659145,185.53213083775,188.597444303765,57459.0,66728548.0,
6983,2011-01-13 15:00:00,szse.000636,190.04943489293,193.27608064663002,188.75877659145,190.3720994683,73435.0,86976992.0,
6984,2011-01-14 15:00:00,szse.000636,190.210767180615,190.210767180615,184.402804823955,187.46811828997,69002.0,79862264.0,
6985,2011-01-17 15:00:00,szse.000636,184.725469399325,186.82278913923,180.36949763183,181.33749135794,67662.0,76405792.0,
6986,2011-01-18 15:00:00,szse.000636,180.20816534414502,182.789481947105,177.46551645350002,181.821488220995,41434.0,46616140.0,
6987,2011-01-19 15:00:00,szse.000636,181.98282050868,186.338792276175,180.6921622072,185.53213083775,54969.0,62776788.0,
6988,2011-01-20 15:00:00,szse.000636,185.53213083775,185.53213083775,177.949513316555,177.949513316555,63604.0,71460160.0,
6989,2011-01-21 15:00:00,szse.000636,177.626848741185,181.66015593331,177.46551645350002,178.594842467295,54410.0,60664332.0,
6990,2011-01-24 15:00:00,szse.000636,178.43351017961,180.853494494885,170.528228083045,171.0122249461,88621.0,96062920.0,
6991,2011-01-25 15:00:00,szse.000636,171.33488952147,172.464215535265,163.26827513722,165.042930301755,60470.0,62374184.0,
6992,2011-01-26 15:00:00,szse.000636,165.688259452495,169.07623749388,165.688259452495,168.269576055455,38864.0,40463236.0,
6993,2011-01-27 15:00:00,szse.000636,167.62424690471502,172.464215535265,166.010924027865,171.173557233785,62701.0,66186056.0,
6994,2011-01-28 15:00:00,szse.000636,169.560234356935,174.88419985054,169.560234356935,174.077538412115,56786.0,60790344.0,
6995,2011-01-31 15:00:00,szse.000636,173.432209261375,174.72286756285501,171.33488952147,173.91620612443,62075.0,66701232.0,
6996,2011-02-01 15:00:00,szse.000636,173.754873836745,180.36949763183,173.10954468600502,179.40150390572,76220.0,84537752.0,
