,time,code,open,high,low,close,volume,amount,open_interest
25699,2011-01-04 15:00:00,sse.600383,75.007006458021,82.13327599268,74.403085311016,82.13327599268,2541553.0,1706781310.0,
25700,2011-01-05 15:00:00,sse.600383,81.287786386873,86.481508251116,80.92543369866999,84.307392121898,3925947.0,2724349440.0,
25701,2011-01-06 15:00:00,sse.600383,83.703470974893,87.20621362752199,83.099549827888,85.877587104111,2153344.0,1522000770.0,
25702,2011-01-07 15:00:00,sse.600383,85.636018645309,88.77640860973499,84.065823663096,84.911313268903,2114148.0,1519673730.0,
25703,2011-01-10 15:00:00,sse.600383,85.032097498304,87.81013477452699,82.012491763279,83.220334057289,1728773.0,1220780030.0,
25704,2011-01-11 15:00:00,sse.600383,82.857981369086,89.984250903745,82.495628680883,89.74268244494299,2441908.0,1763572740.0,
25705,2011-01-12 15:00:00,sse.600383,89.25954552733899,92.520719721166,88.17248746272999,90.46738782134899,1960296.0,1466847100.0,
25706,2011-01-13 15:00:00,sse.600383,90.46738782134899,91.312877427156,88.29327169213099,88.77640860973499,1004965.0,744877310.0,
25707,2011-01-14 15:00:00,sse.600383,88.17248746272999,90.22581936254699,87.326997856923,88.534840150933,964658.0,707893250.0,
25708,2011-01-17 15:00:00,sse.600383,87.20621362752199,87.930919003928,79.838375634061,81.287786386873,1825566.0,1257603330.0,
25709,2011-01-18 15:00:00,sse.600383,80.44229678106599,83.582686745492,78.872101798853,81.529354845675,1094354.0,740002180.0,
25710,2011-01-19 15:00:00,sse.600383,81.408570616274,85.515234415908,79.47602294585799,84.911313268903,1115776.0,761359300.0,
25711,2011-01-20 15:00:00,sse.600383,84.307392121898,85.877587104111,80.804649469269,81.529354845675,903124.0,622175230.0,
25712,2011-01-21 15:00:00,sse.600383,81.529354845675,89.74268244494299,80.683865239868,86.843860939319,2432651.0,1759850240.0,
25713,2011-01-24 15:00:00,sse.600383,86.843860939319,89.863466674344,84.186607892497,87.81013477452699,1884019.0,1358143490.0,
25714,2011-01-25 15:00:00,sse.600383,86.72307670991799,88.897192839136,85.515234415908,87.085429398121,1026417.0,740314430.0,
